id,name,state,grade,score,size_tier,national_percentile,snapshot_date,days_until_expiry,expiry_status,mdb_id,validator_version,feed_url,top_fix,scorecard_url
bay-state-cruise-company,Bay State Cruise Company,Massachusetts,B,80.2,small,81,2026-07-04,134,current,435,8.0.1,https://data.trilliumtransit.com/gtfs/baystatecruisecompany-ma-us/baystatecruisecompany-ma-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/bay-state-cruise-company/
bay-town-trolley,Bay Town Trolley,Florida,F,53.3,medium,41,2026-07-04,-216,lapsed,337,8.0.1,https://data.trilliumtransit.com/gtfs/baytowntrolley-fl-us/baytowntrolley-fl-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/bay-town-trolley/
bay-town-trolley-337,Bay Town Trolley,Florida,F,53.3,medium,41,2026-07-04,-216,lapsed,337,8.0.1,http://data.trilliumtransit.com/gtfs/baytowntrolley-fl-us/baytowntrolley-fl-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/bay-town-trolley-337/
bay-transit,Bay Transit,Virginia,B,80.5,medium,82,2026-07-04,120,current,224,8.0.1,https://data.trilliumtransit.com/gtfs/baytransit-va-us/baytransit-va-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/bay-transit/
bay-transit-224,Bay Transit,Virginia,B,80.5,medium,82,2026-07-04,120,current,224,8.0.1,http://data.trilliumtransit.com/gtfs/baytransit-va-us/baytransit-va-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/bay-transit-224/
bay-transit-2439,Flex,Virginia,C,78.6,medium,77,2026-07-04,120,current,2439,8.0.1,https://data.trilliumtransit.com/gtfs/baytransit-va-us/baytransit-va-us--flex-v2.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/bay-transit-2439/
beach-cities-transit,Beach Cities Transit,California,D,62.2,medium,52,2026-07-04,-1280,stale,803,8.0.1,https://www.redondo.org/civicax/filebank/blobdload.aspx?BlobID=33555,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/beach-cities-transit/
beach-cities-transit-1999,Beach Cities Transit,,D,68.1,medium,59,2026-07-04,26843,current,,8.0.1,https://redondobeachbct.com/gtfs,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/beach-cities-transit-1999/
beaumont-transit,Beaumont Transit,,B,84.0,medium,91,2026-07-04,181,current,,8.0.1,https://data.trilliumtransit.com/gtfs/beaumont-ca-us/beaumont-ca-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/beaumont-transit/
beaumont-transit-106,Beaumont Transit,California,B,84.0,medium,91,2026-07-04,181,current,106,8.0.1,http://data.trilliumtransit.com/gtfs/beaumont-ca-us/beaumont-ca-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/beaumont-transit-106/
beaver-county-transit-authority,Beaver County Transit Authority,Pennsylvania,F,45.0,medium,21,2026-07-04,-1646,stale,1312,8.0.1,https://transitfeeds.com/p/beaver-county-transit-authority/1154/latest/download,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/beaver-county-transit-authority/
beaver-county-transit-authority-2262,Beaver County Transit Authority,Pennsylvania,C,77.0,medium,73,2026-07-04,180,current,2262,8.0.1,https://bcta.rideralerts.com/InfoPoint/gtfs-zip.ashx,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/beaver-county-transit-authority-2262/
bell-gardens-trolley,Bell Gardens Trolley,California,F,49.6,small,33,2026-07-04,-550,stale,228,8.0.1,https://raw.githubusercontent.com/LACMTA/los-angeles-regional-gtfs/main/bellgardens-ca-us/bellgardens-ca-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/bell-gardens-trolley/
bellflower-bus,Bellflower Bus,California,F,46.7,small,26,2026-07-04,-550,stale,227,8.0.1,https://raw.githubusercontent.com/LACMTA/los-angeles-regional-gtfs/main/bellflower-ca-us/bellflower-ca-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/bellflower-bus/
bellflower-bus-3095,Bellflower Bus,,B,81.5,small,85,2026-07-04,58,current,,8.0.1,https://gtfs.remix.com/CalITP.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/bellflower-bus-3095/
beloit-transit,Beloit Transit,Wisconsin,F,37.8,small,11,2026-06-27,,unknown,392,8.0.1,https://data.trilliumtransit.com/gtfs/beloittransit-wi-us/beloittransit-wi-us.zip,Add feed_start_date and feed_end_date to feed_info.txt and include calendar end dates in your export.,https://gtfsscorecard.org/agency/beloit-transit/
beloit-transit-392,Beloit Transit,Wisconsin,F,37.8,small,11,2026-06-30,,unknown,392,8.0.1,http://data.trilliumtransit.com/gtfs/beloittransit-wi-us/beloittransit-wi-us.zip,Add feed_start_date and feed_end_date to feed_info.txt and include calendar end dates in your export.,https://gtfsscorecard.org/agency/beloit-transit-392/
ben-franklin-transit,Ben Franklin Transit,Washington,F,55.9,medium,45,2026-07-04,-825,stale,273,8.0.1,https://www.bft.org/gtfs/google_transit.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/ben-franklin-transit/
ben-franklin-transit-2024,Ben Franklin Transit,Washington,B,84.8,medium,92,2026-07-04,161,current,2024,8.0.1,http://realtime.bft.org/Static/google_transit.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/ben-franklin-transit-2024/
ben-franklin-transit-2122,Ben Franklin Transit,Washington,B,87.6,medium,96,2026-07-04,161,current,2122,8.0.1,https://myride.bft.org/Static/google_transit.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/ben-franklin-transit-2122/
benson-area-transit,Benson Area Transit,Arizona,F,51.7,small,38,2026-07-04,-185,lapsed,229,8.0.1,https://data.trilliumtransit.com/gtfs/benson-az-us/benson-az-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/benson-area-transit/
benson-area-transit-229,Benson Area Transit,Arizona,F,51.7,small,38,2026-07-04,-185,lapsed,229,8.0.1,http://data.trilliumtransit.com/gtfs/benson-az-us/benson-az-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/benson-area-transit-229/
bent-county-transit,Bent County Transit,Colorado,F,46.2,small,24,2026-07-04,-1296,stale,230,8.0.1,https://data.trilliumtransit.com/gtfs/bentcounty-co-us/bentcounty-co-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/bent-county-transit/
bent-county-transit-230,Bent County Transit,Colorado,F,46.2,small,24,2026-07-04,-1296,stale,230,8.0.1,http://data.trilliumtransit.com/gtfs/bentcounty-co-us/bentcounty-co-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/bent-county-transit-230/
bent-county-transportation,Flex,Colorado,C,79.1,small,78,2026-07-04,150,current,2157,8.0.1,https://data.trilliumtransit.com/gtfs/bentcounty-co-us/bentcounty-co-us--flex-v2.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/bent-county-transportation/
benton-area-transportation,Benton Area Transportation,Oregon,D,70.0,small,61,2026-07-04,89,current,126,8.0.1,https://oregon-gtfs.trilliumtransit.com/gtfs_data/benton-or-us/benton-or-us.zip,Check the trip updates endpoint with your AVL vendor; it should return a fresh GTFS-Realtime protobuf on every request.,https://gtfsscorecard.org/agency/benton-area-transportation/
benton-area-transportation-3109,Benton Area Transportation - Flex V2,Oregon,B,80.7,small,82,2026-07-04,89,current,3109,8.0.1,https://oregon-gtfs.trilliumtransit.com/gtfs_data/benton-or-us/benton-or-us--flex-v2.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/benton-area-transportation-3109/
berks-area-regional-transportation-authority-barta,Berks Area Regional Transportation Authority (BARTA),Pennsylvania,F,45.4,medium,22,2026-07-04,-1281,stale,221,8.0.1,https://github.com/transitland/gtfs-archives-not-hosted-elsewhere/raw/master/barta.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/berks-area-regional-transportation-authority-barta/
berks-area-regional-transportation-authority-barta-2064,Berks Area Regional Transportation Authority (BARTA),Pennsylvania,D,61.7,medium,51,2026-07-04,183,current,2064,8.0.1,https://busfinder.bartabus.com/InfoPoint/gtfs-zip.ashx,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/berks-area-regional-transportation-authority-barta-2064/
berkshire-regional-transit-authority-brta,Berkshire Regional Transit Authority (BRTA),Massachusetts,B,87.1,medium,95,2026-07-04,59,current,537,8.0.1,https://data.trilliumtransit.com/gtfs/berkshire-ma-us/berkshire-ma-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/berkshire-regional-transit-authority-brta/
berkshire-regional-transit-authority-brta-537,Berkshire Regional Transit Authority (BRTA),Massachusetts,B,87.1,medium,95,2026-07-04,59,current,537,8.0.1,http://data.trilliumtransit.com/gtfs/berkshire-ma-us/berkshire-ma-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/berkshire-regional-transit-authority-brta-537/
bethesda-circulator,Bethesda Circulator,Maryland,F,49.9,small,34,2026-07-04,-641,stale,231,8.0.1,https://github.com/transitland/gtfs-archives-not-hosted-elsewhere/raw/master/bethesdacirculator-md-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/bethesda-circulator/
bettendorf-transit,Bettendorf Transit,Iowa,B,84.9,medium,93,2026-07-04,89,current,1826,8.0.1,https://data.trilliumtransit.com/gtfs/bettendorf-ia-us/bettendorf-ia-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/bettendorf-transit/
biddeford-saco-old-orchard-beach-transit,Biddeford Saco Old Orchard Beach Transit,Maine,C,78.9,medium,78,2026-07-04,180,current,2300,8.0.1,https://data.trilliumtransit.com/gtfs/bsoob-me-us/bsoob-me-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/biddeford-saco-old-orchard-beach-transit/
big-blue-bus,Big Blue Bus,California,F,45.8,medium,23,2026-07-04,35,current,37,8.0.1,http://gtfs.bigbluebus.com/current.zip,Ask your AVL vendor why the feed stopped advancing; the GTFS-Realtime header timestamp should move forward on every publish.,https://gtfsscorecard.org/agency/big-blue-bus/
birmingham-jefferson-county-transit-authority,Birmingham Jefferson County Transit Authority,Alabama,F,19.1,large,1,2026-07-04,-1308,stale,339,8.0.1,https://maxtransit.org/wp-content/uploads/2020/12/BJCTA-Working-GTFS-File.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/birmingham-jefferson-county-transit-authority/
birmingham-jefferson-county-transit-authority-max,Birmingham Jefferson County Transit Authority (MAX),Alabama,F,46.0,large,24,2026-07-04,-2742,stale,1248,8.0.1,https://transitfeeds.com/p/birmingham-jefferson-county-transit-authority/683/latest/download,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/birmingham-jefferson-county-transit-authority-max/
birmingham-jefferson-county-transit-authority-max-2263,Birmingham Jefferson County Transit Authority (MAX),Alabama,F,34.8,large,8,2026-07-04,-399,stale,2263,8.0.1,https://maxtransit.org/wp-content/uploads/2024/09/google_transit_Working.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/birmingham-jefferson-county-transit-authority-max-2263/
birnie-bus,Birnie Bus,New York,F,58.8,medium,48,2026-07-04,223,current,233,8.0.1,https://s3.amazonaws.com/datatools-511ny/public/Birnie_Bus.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/birnie-bus/
bisbee-bus,Bisbee Bus,Arizona,A,99.4,small,100,2026-07-04,555,current,2857,8.0.1,https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11816/Bisbee_AZ_GTFS.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/bisbee-bus/
