id,name,state,grade,score,size_tier,national_percentile,snapshot_date,days_until_expiry,expiry_status,mdb_id,validator_version,feed_url,top_fix,scorecard_url
broome-county-transit-b-c-transit-2079,Broome County Transit (B.C. Transit),New York,F,57.5,medium,47,2026-07-04,-4,lapsed,2079,8.0.1,https://www.gobroomecounty.com/sites/default/files/dept/transit/BCT_GTFS.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/broome-county-transit-b-c-transit-2079/
broward-county-transit,Broward County Transit,Florida,A,90.4,large,97,2026-07-04,84,current,330,8.0.1,https://www.broward.org/bct/documents/google_transit.zip,"Set wheelchair_accessible on every trip (most small-agency fleets are 100% accessible, so this is often a single default).",https://gtfsscorecard.org/agency/broward-county-transit/
brown-county-heartland-express,Flex v2 included,Minnesota,D,65.1,small,55,2026-07-04,28,expiring_soon,2037,8.0.1,https://data.trilliumtransit.com/gtfs/browncounty-mn-us/browncounty-mn-us--flex-v2.zip,Re-export with a validity window that reaches at least 60 days out.,https://gtfsscorecard.org/agency/brown-county-heartland-express/
brown-county-heartland-express-2296,Fixed route + flex,Minnesota,D,66.9,small,58,2026-07-04,28,expiring_soon,2296,8.0.1,https://data.trilliumtransit.com/gtfs/browncounty-mn-us/browncounty-mn-us.zip,Re-export with a validity window that reaches at least 60 days out.,https://gtfsscorecard.org/agency/brown-county-heartland-express-2296/
buc-shuttle,Buc Shuttle,Georgia,F,39.8,small,14,2026-07-04,-4568,stale,371,8.0.1,http://documents.atlantaregional.com/transitdata/gtfs_Buc.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/buc-shuttle/
buena-vista-ferry,Buena Vista Ferry,Oregon,C,75.4,small,70,2026-07-04,59,current,834,8.0.1,https://oregon-gtfs.trilliumtransit.com/gtfs_data/buenavistaferry-or-us/buenavistaferry-or-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/buena-vista-ferry/
bullhead-area-transit-system,Bullhead Area Transit System,Arizona,B,85.3,small,94,2026-07-04,180,current,109,8.0.1,https://data.trilliumtransit.com/gtfs/bullheadareatransit-az-us/bullheadareatransit-az-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/bullhead-area-transit-system/
bullhead-area-transit-system-109,Bullhead Area Transit System,Arizona,B,85.3,small,94,2026-07-04,180,current,109,8.0.1,http://data.trilliumtransit.com/gtfs/bullheadareatransit-az-us/bullheadareatransit-az-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/bullhead-area-transit-system-109/
burbankbus,BurbankBus,,F,59.4,small,49,2026-07-04,26843,current,,8.0.1,https://rideburbankbus.com/gtfs,Re-generate shape distances in your export; flag to your vendor if it persists.,https://gtfsscorecard.org/agency/burbankbus/
burlington-urban-service,Burlington Urban Service,Iowa,C,75.2,medium,69,2026-07-04,88,current,199,8.0.1,https://data.trilliumtransit.com/gtfs/burlington-ia-us/burlington-ia-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/burlington-urban-service/
burlington-urban-service-199,Burlington Urban Service,Iowa,C,75.2,medium,69,2026-07-04,88,current,199,8.0.1,http://data.trilliumtransit.com/gtfs/burlington-ia-us/burlington-ia-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/burlington-urban-service-199/
burns-paiute-tribal-transit,Burns Paiute Tribal Transit,Oregon,C,75.5,small,71,2026-07-04,89,current,2621,8.0.1,https://oregon-gtfs.trilliumtransit.com/gtfs_data/burnspaiute-or-us/burnspaiute-or-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/burns-paiute-tribal-transit/
bustang-outrider,Bustang Outrider,Colorado,D,67.4,small,58,2026-07-04,28,expiring_soon,2330,8.0.1,https://data.trilliumtransit.com/gtfs/outrider-co-us/outrider-co-us.zip,Re-export with a validity window that reaches at least 60 days out.,https://gtfsscorecard.org/agency/bustang-outrider/
butler-county-regional-transit-authority,Butler County Regional Transit Authority,Ohio,F,36.8,medium,10,2026-07-04,-1876,stale,240,8.0.1,https://www.butlercountyrta.com/wp-content/uploads/2019/11/Bcrta-GTFS-1.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/butler-county-regional-transit-authority/
butte-regional-transit-b-line,Butte Regional Transit (B-Line),Montana,F,45.2,medium,22,2026-07-04,-189,lapsed,241,8.0.1,https://d16k74nzx9emoe.cloudfront.net/c4326823-2c12-4f59-82f1-3fc4d987e12b/google_transit.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/butte-regional-transit-b-line/
butte-silver-bow,Butte-Silver Bow,Montana,F,48.7,medium,32,2026-07-04,-1951,stale,291,8.0.1,https://data.trilliumtransit.com/gtfs/butte-mt-us/butte-mt-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/butte-silver-bow/
butte-silver-bow-291,Butte-Silver Bow,Montana,F,48.7,medium,32,2026-07-04,-1951,stale,291,8.0.1,http://data.trilliumtransit.com/gtfs/butte-mt-us/butte-mt-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/butte-silver-bow-291/
bwi-thurgood-marshall-airport-bwi-shuttle,BWI Thurgood Marshall Airport (BWI) Shuttle,Maryland,F,46.2,small,24,2026-07-04,-1281,stale,490,8.0.1,https://github.com/mobilityequity/maryland-local-gtfs/raw/master/BWI_GTFS.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/bwi-thurgood-marshall-airport-bwi-shuttle/
c-tran,Clark County Public Transportation Benefit Area,Washington,B,84.1,medium,92,2026-07-04,70,current,258,8.0.1,https://www.c-tran.com/images/Google/GoogleTransitUpload.zip,Check the vehicle positions endpoint with your AVL vendor; it should return a fresh GTFS-Realtime protobuf on every request.,https://gtfsscorecard.org/agency/c-tran/
c-tran-305,C TRAN,New York,F,37.2,small,10,2026-07-04,-1281,stale,305,8.0.1,https://s3.amazonaws.com/datatools-511ny/public/Chemung_C_Tran.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/c-tran-305/
calabasas-transit-system,Calabasas Transit System,,F,47.5,small,28,2026-07-04,-1646,stale,,8.0.1,https://data.trilliumtransit.com/gtfs/calabasas-ca-us/calabasas-ca-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/calabasas-transit-system/
calabasas-transit-system-296,Calabasas Transit System,California,F,47.5,small,28,2026-07-04,-1646,stale,296,8.0.1,http://data.trilliumtransit.com/gtfs/calabasas-ca-us/calabasas-ca-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/calabasas-transit-system-296/
calaveras-transit,Calaveras Transit,,B,80.7,small,82,2026-07-04,179,current,,8.0.1,https://data.trilliumtransit.com/gtfs/calaveras-ca-us/calaveras-ca-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/calaveras-transit/
calaveras-transit-93,Calaveras Transit,California,B,80.7,small,82,2026-07-04,179,current,93,8.0.1,http://data.trilliumtransit.com/gtfs/calaveras-ca-us/calaveras-ca-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/calaveras-transit-93/
caltrain,Caltrain,California,A,93.2,medium,98,2026-07-04,211,current,54,8.0.1,https://data.trilliumtransit.com/gtfs/caltrain-ca-us/caltrain-ca-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/caltrain/
caltrain-54,Caltrain,California,A,93.2,medium,98,2026-07-04,211,current,54,8.0.1,http://data.trilliumtransit.com/gtfs/caltrain-ca-us/caltrain-ca-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/caltrain-54/
calvert-county-public-transportation,Calvert County Public Transportation,Maryland,F,30.9,medium,6,2026-07-04,-1804,stale,480,8.0.1,https://github.com/mobilityequity/maryland-local-gtfs/raw/master/Calvert_GTFS.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/calvert-county-public-transportation/
camarillo-area-transit,Camarillo Area Transit,,C,70.1,small,61,2026-07-04,28,expiring_soon,,8.0.1,https://data.trilliumtransit.com/gtfs/camarillo-ca-us/camarillo-ca-us.zip,Re-export with a validity window that reaches at least 60 days out.,https://gtfsscorecard.org/agency/camarillo-area-transit/
camarillo-area-transit-297,Camarillo Area Transit,California,C,70.1,small,61,2026-07-04,28,expiring_soon,297,8.0.1,http://data.trilliumtransit.com/gtfs/camarillo-ca-us/camarillo-ca-us.zip,Re-export with a validity window that reaches at least 60 days out.,https://gtfsscorecard.org/agency/camarillo-area-transit-297/
campus-area-rapid-transit-cart,Campus Area Rapid Transit (CART),Oklahoma,D,66.9,small,58,2026-07-04,26843,current,182,8.0.1,http://www.cartgps.com/gtfs,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/campus-area-rapid-transit-cart/
canby-area-transit-cat,Canby Area Transit (CAT),Oregon,B,83.2,small,89,2026-07-04,181,current,252,8.0.1,https://oregon-gtfs.trilliumtransit.com/gtfs_data/canbytransit-or-us/canbytransit-or-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/canby-area-transit-cat/
canby-ferry,Canby Ferry,Oregon,C,79.3,small,78,2026-07-04,119,current,605,8.0.1,https://oregon-gtfs.trilliumtransit.com/gtfs_data/canbyferry-or-us/canbyferry-or-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/canby-ferry/
cape-ann-transportation-authority-cata,Cape Ann Transportation Authority (CATA),Massachusetts,B,82.5,medium,87,2026-07-04,59,current,447,8.0.1,https://data.trilliumtransit.com/gtfs/capeann-ma-us/capeann-ma-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/cape-ann-transportation-authority-cata/
cape-ann-transportation-authority-cata-447,Cape Ann Transportation Authority (CATA),Massachusetts,B,82.5,medium,87,2026-07-04,59,current,447,8.0.1,http://data.trilliumtransit.com/gtfs/capeann-ma-us/capeann-ma-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/cape-ann-transportation-authority-cata-447/
cape-cod-regional-transit-authority,Flex,Massachusetts,F,41.3,medium,15,2026-07-04,-8,lapsed,2446,8.0.1,https://data.trilliumtransit.com/gtfs/capecod-ma-us/capecod-ma-us--flex-v2.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/cape-cod-regional-transit-authority/
cape-cod-regional-transportation-authority-cape-cod-rta,Cape Cod Regional Transportation Authority (Cape Cod RTA),Massachusetts,F,51.9,medium,39,2026-07-04,-8,lapsed,645,8.0.1,https://data.trilliumtransit.com/gtfs/capecod-ma-us/capecod-ma-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/cape-cod-regional-transportation-authority-cape-cod-rta/
cape-cod-regional-transportation-authority-cape-cod-rta-645,Cape Cod Regional Transportation Authority (Cape Cod RTA),Massachusetts,F,51.9,medium,39,2026-07-04,-8,lapsed,645,8.0.1,http://data.trilliumtransit.com/gtfs/capecod-ma-us/capecod-ma-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/cape-cod-regional-transportation-authority-cape-cod-rta-645/
cape-lookout-national-seashore,CALO Ferry Service,North Carolina,B,87.5,small,96,2026-07-04,239,current,3205,8.0.1,https://www.nps.gov/external-resources/gtfs/calo/calo-ferry-service.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/cape-lookout-national-seashore/
capital-area-transit-goraleigh,Capital Area Transit (GoRaleigh),North Carolina,F,51.8,large,38,2026-07-04,-825,stale,471,8.0.1,https://data.trilliumtransit.com/gtfs/capital-area-transit-nc-us/capital-area-transit-nc-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/capital-area-transit-goraleigh/
capital-area-transit-goraleigh-1983,Capital Area Transit (GoRaleigh),North Carolina,F,42.8,large,17,2026-07-04,-703,stale,1983,8.0.1,https://goraleigh.org/sites/default/files/gtfsexport.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/capital-area-transit-goraleigh-1983/
capital-area-transit-goraleigh-2074,Capital Area Transit (GoRaleigh),North Carolina,C,74.4,large,67,2026-07-04,58,current,2074,8.0.1,https://goraleigh.org/gr_gtfs,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/capital-area-transit-goraleigh-2074/
capital-area-transit-goraleigh-471,Capital Area Transit (GoRaleigh),North Carolina,F,51.8,large,38,2026-07-04,-825,stale,471,8.0.1,http://data.trilliumtransit.com/gtfs/capital-area-transit-nc-us/capital-area-transit-nc-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/capital-area-transit-goraleigh-471/
capital-area-transit-system-cats,Capital Area Transit System (CATS),Louisiana,F,46.2,large,24,2026-07-04,-135,lapsed,222,8.0.1,https://github.com/transitland/gtfs-archives-not-hosted-elsewhere/raw/master/f-baton~rouge~cats.zip,Confirm your next service period is published: export its calendar and set feed_info feed_end_date past it.,https://gtfsscorecard.org/agency/capital-area-transit-system-cats/
capital-area-transit-system-cats-2065,Capital Area Transit System (CATS),Louisiana,D,64.7,large,55,2026-07-04,180,current,2065,8.0.1,https://cats.rideralerts.com/InfoPoint/gtfs-zip.ashx,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/capital-area-transit-system-cats-2065/
capital-area-transportation-authority-cata,Capital Area Transportation Authority (CATA),Michigan,D,66.3,large,56,2026-07-04,50,current,402,8.0.1,http://developers.cata.org/gtfsdownload.ashx?key=5b4690ed-0a69-4320-897b-7d92def4b96f&data=base,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/capital-area-transportation-authority-cata/
capital-district-transportation-authority-cdta,Capital District Transportation Authority (CDTA),New York,A,91.1,large,97,2026-07-04,56,current,538,8.0.1,http://www.cdta.org/schedules/google_transit.zip,"Check with your AVL vendor that every vehicle assignment flows into TripUpdates, including school-day and tripper runs.",https://gtfsscorecard.org/agency/capital-district-transportation-authority-cdta/
capital-metro,Capital Metro,Texas,C,75.0,large,68,2026-07-04,42,current,150,8.0.1,https://data.texas.gov/download/r4v4-vz24/application/zip,Check the service alerts endpoint with your AVL vendor; it should return a fresh GTFS-Realtime protobuf on every request.,https://gtfsscorecard.org/agency/capital-metro/
capital-trailways,Capital Trailways,Alabama,F,46.7,small,26,2026-07-04,-678,stale,1308,8.0.1,https://transitfeeds.com/p/capital-trailways/819/latest/download,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/capital-trailways/
capital-transit,Capital Transit,Alaska,B,81.3,medium,84,2026-07-04,78,current,294,8.0.1,https://data.trilliumtransit.com/gtfs/cityandboroughofjuneau-ak-us/cityandboroughofjuneau-ak-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/capital-transit/
capital-transit-294,Capital Transit,Alaska,B,81.3,medium,84,2026-07-04,78,current,294,8.0.1,http://data.trilliumtransit.com/gtfs/cityandboroughofjuneau-ak-us/cityandboroughofjuneau-ak-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/capital-transit-294/
capital-transit-310,Capital Transit,Montana,F,43.5,small,18,2026-07-04,-1555,stale,310,8.0.1,https://data.trilliumtransit.com/gtfs/cityofhelena-mt-us/cityofhelena-mt-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/capital-transit-310/
capitol-corridor-joint-powers-authority-capitol-corridor,Capitol Corridor Joint Powers Authority (Capitol Corridor),,D,61.1,small,50,2026-07-04,-1100,stale,,8.0.1,https://www.capitolcorridor.org/googletransit/GTFS.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/capitol-corridor-joint-powers-authority-capitol-corridor/
caravan-airport-transportation,Caravan Airport Transportation,Oregon,B,84.0,small,91,2026-07-04,120,current,127,8.0.1,https://oregon-gtfs.trilliumtransit.com/gtfs_data/caravan-or-us/caravan-or-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/caravan-airport-transportation/
carlsbad-municipal-transit-system,Carlsbad Municipal Transit System,New Mexico,F,42.9,small,18,2026-07-04,-3838,stale,149,8.0.1,https://github.com/ethan-nelson/carlsbadnmtransit/blob/master/gtfs-odbl/carlsbadtransit-odbl.zip?raw=true,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/carlsbad-municipal-transit-system/
carlsbad-municipal-transit-system-2284,Carlsbad Municipal Transit System,New Mexico,F,55.4,small,44,2026-07-04,-185,lapsed,2284,8.0.1,https://irp.cdn-website.com/f12fb9e8/files/uploaded/google_transit.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/carlsbad-municipal-transit-system-2284/
carroll-transit-system,Carroll Transit System,Maryland,F,42.3,small,16,2026-07-04,-1615,stale,500,8.0.1,https://github.com/mobilityequity/maryland-local-gtfs/raw/master/Carroll_GTFS.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/carroll-transit-system/
carson-circuit,Carson Circuit,,F,42.7,medium,17,2026-07-04,-1829,stale,,8.0.1,https://data.trilliumtransit.com/gtfs/carson-ca-us/carson-ca-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/carson-circuit/
carson-circuit-298,Carson Circuit,California,F,42.7,medium,17,2026-07-04,-1829,stale,298,8.0.1,http://data.trilliumtransit.com/gtfs/carson-ca-us/carson-ca-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/carson-circuit-298/
cascade-point,Cascade POINT,Oregon,F,49.6,small,33,2026-07-04,-1815,stale,639,8.0.1,https://oregon-gtfs.trilliumtransit.com/gtfs_data/cascadespoint-or-us/cascadespoint-or-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/cascade-point/
cascades-east-transit-cet,Cascades East Transit (CET),Oregon,F,48.4,medium,31,2026-07-04,-802,stale,138,8.0.1,https://oregon-gtfs.com/gtfs_data/cascadeseast-or-us/cascadeseast-or-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/cascades-east-transit-cet/
cascades-east-transit-cet-138,Cascades East Transit (CET),Oregon,F,48.4,medium,31,2026-07-04,-802,stale,138,8.0.1,http://oregon-gtfs.com/gtfs_data/cascadeseast-or-us/cascadeseast-or-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/cascades-east-transit-cet-138/
casco-bay-lines,Casco Bay Lines,Maine,F,46.6,small,26,2026-07-04,-1398,stale,1,8.0.1,http://smttracker.com/downloads/gtfs/cascobaylines-portland-me-usa.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/casco-bay-lines/
cat-tran-shuttle,Cat Tran Shuttle,Arizona,F,36.8,small,10,2026-07-04,-1706,stale,146,8.0.1,https://data.trilliumtransit.com/gtfs/cattran-az-us/cattran-az-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/cat-tran-shuttle/
cat-tran-shuttle-146,Cat Tran Shuttle,Arizona,F,36.8,small,10,2026-07-04,-1706,stale,146,8.0.1,http://data.trilliumtransit.com/gtfs/cattran-az-us/cattran-az-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/cat-tran-shuttle-146/
cat-tran-shuttle-2206,Cat Tran Shuttle,Arizona,F,34.9,small,8,2026-07-04,-568,stale,2206,8.0.1,https://api.transloc.com/gtfs/arizona.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/cat-tran-shuttle-2206/
catalina-express,Catalina Express,California,F,26.2,small,4,2026-06-30,,unknown,299,8.0.1,https://gitlab.com/LACMTA/gtfs_lax/-/archive/master/gtfs_lax-master.zip?path=catalina_express,Add feed_start_date and feed_end_date to feed_info.txt and include calendar end dates in your export.,https://gtfsscorecard.org/agency/catalina-express/
catalina-flyer,Catalina Flyer,,F,47.6,small,29,2026-07-04,-1646,stale,,8.0.1,https://data.trilliumtransit.com/gtfs/catalinaflyer-ca-us/catalinaflyer-ca-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/catalina-flyer/
catalina-flyer-300,Catalina Flyer,California,F,47.6,small,29,2026-07-04,-1646,stale,300,8.0.1,http://data.trilliumtransit.com/gtfs/catalinaflyer-ca-us/catalinaflyer-ca-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/catalina-flyer-300/
catholic-community-services,Catholic Community Services,Washington,F,59.5,small,49,2026-07-04,28,expiring_soon,2158,8.0.1,https://data.trilliumtransit.com/gtfs/catholiccommunity-wa-us/catholiccommunity-wa-us-king--flex-v2.zip,Re-export with a validity window that reaches at least 60 days out.,https://gtfsscorecard.org/agency/catholic-community-services/
catholic-community-services-2159,Catholic Community Services,Washington,F,59.5,small,49,2026-07-04,28,expiring_soon,2159,8.0.1,https://data.trilliumtransit.com/gtfs/catholiccommunity-wa-us/catholiccommunity-wa-us-northwest--flex-v2.zip,Re-export with a validity window that reaches at least 60 days out.,https://gtfsscorecard.org/agency/catholic-community-services-2159/
catholic-community-services-2160,Catholic Community Services,Washington,F,59.5,small,49,2026-07-04,28,expiring_soon,2160,8.0.1,https://data.trilliumtransit.com/gtfs/catholiccommunity-wa-us/catholiccommunity-wa-us-southwest--flex-v2.zip,Re-export with a validity window that reaches at least 60 days out.,https://gtfsscorecard.org/agency/catholic-community-services-2160/
cecil-transit,Cecil Transit,Maryland,F,26.8,small,4,2026-07-04,-1773,stale,504,8.0.1,https://github.com/mobilityequity/maryland-local-gtfs/raw/master/Cecil_GTFS.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/cecil-transit/
cecil-transit-3034,Cecil Transit,Maryland,F,58.7,small,48,2026-07-04,30,expiring_soon,3034,8.0.1,https://passio3.com/cecil/passioTransit/gtfs/google_transit.zip,Review the rule documentation for 'empty_file' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.,https://gtfsscorecard.org/agency/cecil-transit-3034/
cecil-transit-3178,Cecil Transit,,F,40.0,medium,14,2026-07-04,-198,lapsed,3178,8.0.1,https://www.cecilcountymd.gov/DocumentCenter/View/5246/Cecil-County-MD---GTFS,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/cecil-transit-3178/
cedar-rapids-transit,Cedar Rapids Transit,Iowa,A,90.3,medium,97,2026-07-04,58,current,198,8.0.1,https://data.trilliumtransit.com/gtfs/cedarrapids-ia-us/cedarrapids-ia-us.zip,"Set wheelchair_accessible on every trip (most small-agency fleets are 100% accessible, so this is often a single default).",https://gtfsscorecard.org/agency/cedar-rapids-transit/
cedar-rapids-transit-198,Cedar Rapids Transit,Iowa,A,90.3,medium,97,2026-07-04,58,current,198,8.0.1,http://data.trilliumtransit.com/gtfs/cedarrapids-ia-us/cedarrapids-ia-us.zip,"Set wheelchair_accessible on every trip (most small-agency fleets are 100% accessible, so this is often a single default).",https://gtfsscorecard.org/agency/cedar-rapids-transit-198/
central-community-transit,Central Community Transit,Minnesota,B,83.6,small,90,2026-07-04,181,current,2301,8.0.1,https://data.trilliumtransit.com/gtfs/cctbus-mn-us/cctbus-mn-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/central-community-transit/
central-florida-regional-transit-authority-lynx,Central Florida Regional Transit Authority (LYNX),Florida,F,56.6,large,46,2026-07-04,35,current,347,8.0.1,http://gtfsrt.golynx.com/gtfsrt/google_transit.zip,Check the trip updates endpoint with your AVL vendor; it should return a fresh GTFS-Realtime protobuf on every request.,https://gtfsscorecard.org/agency/central-florida-regional-transit-authority-lynx/
central-ohio-transit-authority-cota,Central Ohio Transit Authority (COTA),Ohio,D,66.4,large,57,2026-07-04,64,current,404,8.0.1,http://www.cota.com/data/cota.gtfs.zip,"Check with your AVL vendor that every vehicle assignment flows into TripUpdates, including school-day and tripper runs.",https://gtfsscorecard.org/agency/central-ohio-transit-authority-cota/
central-oregon-breeze,Central Oregon Breeze,Oregon,C,79.0,small,78,2026-07-04,58,current,139,8.0.1,https://oregon-gtfs.trilliumtransit.com/gtfs_data/cobreeze-or-us/cobreeze-or-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/central-oregon-breeze/
centre-county-transit-authority-cata,CATABUS,Pennsylvania,F,22.0,medium,2,2026-07-04,-1778,stale,1236,8.0.1,https://transitfeeds.com/p/catabus/536/latest/download,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/centre-county-transit-authority-cata/
