id,name,date,grade,score,correctness,freshness,completeness,realtime,days_until_expiry
10-15-transit,10-15 Transit,2026-07-06,C,78.1,100.0,95.0,34.0,,57
10-15-transit-195,10-15 Transit,2026-07-06,C,78.1,100.0,95.0,34.0,,57
128-business-council,128 Business Council,2026-07-06,F,39.1,68.0,0.0,30.0,,-2743
128-business-council-440,128 Business Council,2026-07-06,F,39.1,68.0,0.0,30.0,,-2743
81-connection-citygo-kanconnect,"81 Connection, CityGo, KanConnect",2026-07-06,F,50.1,59.5,0.0,77.0,,-918
abq-ride,ABQ RIDE,2026-07-06,D,63.2,39.0,100.0,67.5,,60
academy-bus,Academy Bus,2026-07-06,F,42.3,68.8,0.0,38.9,,-1181
access-allegany,Access Allegany,2026-07-06,F,42.0,59.5,0.0,51.1,,-187
adams-county,Flex,2026-07-06,D,66.0,94.0,43.3,45.0,,26
addison-county-transit-actr,Addison County Transit (ACTR),2026-07-06,F,37.8,46.0,0.0,56.6,,-2378
addison-county-transit-actr-543,Addison County Transit (ACTR),2026-07-06,F,37.8,46.0,0.0,56.6,,-2378
adirondack-trailways-adp,Adirondack Trailways ADP,2026-07-06,F,45.1,49.2,85.0,7.5,,1639
adirondack-trailways-nyp,Adirondack Trailways NYP,2026-07-06,F,42.5,43.2,85.0,7.5,,1639
adirondack-trailways-pine-hill-trailways,Adirondack Trailways Pine Hill Trailways,2026-07-06,F,2.3,0.0,0.0,7.5,,-1648
advance-transit,Advance Transit,2026-07-06,C,74.3,69.8,100.0,59.9,,148
advance-transit-631,Advance Transit,2026-07-06,C,74.3,69.8,100.0,59.9,,148
advance-transit-at,Advance Transit (AT),2026-07-06,F,42.3,70.0,0.0,37.3,,-1202
airport-valet-express,Airport Valet Express,2026-07-06,F,44.5,69.5,0.0,45.0,,-2196
airport-valet-express-27,Airport Valet Express,2026-07-06,F,44.5,69.5,0.0,45.0,,-2196
akron-metro-regional-transit-authority-metro,Akron Metro Regional Transit Authority (METRO),2026-07-06,F,33.4,49.5,0.0,37.5,,-1269
akron-metro-regional-transit-authority-metro-2071,Akron Metro Regional Transit Authority (METRO),2026-07-06,B,82.6,90.5,78.3,75.0,,47
alameda-contra-costa-transit-district-ac-transit,Alameda-Contra Costa Transit District (AC Transit),2026-07-06,F,52.2,76.5,0.0,60.0,,-856
albany-transit-system,Albany Transit System,2026-07-06,F,33.6,50.0,0.0,37.5,,-736
alcatraz-cruises-hornblower-angel-island-tiburon-ferry-blue-gold-fleet,"Alcatraz Cruises - Hornblower, Angel Island Tiburon Ferry, Blue & Gold Fleet",2026-07-06,F,46.7,63.8,0.0,60.0,,-1740
alcatraz-cruises-hornblower-angel-island-tiburon-ferry-blue-gold-fleet-595,"Alcatraz Cruises - Hornblower, Angel Island Tiburon Ferry, Blue & Gold Fleet",2026-07-06,F,46.7,63.8,0.0,60.0,,-1740
alexandria-dot,City of Alexandria,2026-07-06,C,75.5,94.0,100.0,30.0,,148
alexandria-transit-company-dash,Alexandria Transit Company (DASH),2026-07-06,C,72.7,75.0,93.3,52.9,,56
alhambra-community-transit,Alhambra Community Transit,2026-07-06,F,47.6,66.0,0.0,60.0,,-1648
alhambra-community-transit-211,Alhambra Community Transit,2026-07-06,F,47.6,66.0,0.0,60.0,,-1648
all-points-transit,All Points Transit,2026-07-06,D,63.3,86.0,43.3,47.4,,26
all-points-transit-2039,Flex v2 included,2026-07-06,D,61.4,82.0,43.3,47.1,,26
all-points-transit-212,All Points Transit,2026-07-06,D,63.3,86.0,43.3,47.4,,26
allegany-county-transit,Allegany County Transit,2026-07-06,F,25.1,30.5,0.0,37.5,,-2167
allen-county-regional-transit-authority,Allen County Regional Transit Authority,2026-07-06,C,79.0,84.0,100.0,55.1,,148
altamont-corridor-express,Altamont Corridor Express,2026-07-06,F,46.8,41.0,0.0,92.5,,-552
altavista-community-transit-system,Altavista Community Transit System,2026-07-06,B,80.2,94.0,100.0,45.0,,86
altavista-community-transit-system-882,Altavista Community Transit System,2026-07-06,B,80.2,94.0,100.0,45.0,,86
amador-transit,Amador Transit,2026-07-06,B,80.1,91.5,95.0,52.2,,57
amador-transit-92,Amador Transit,2026-07-06,B,80.1,91.5,95.0,52.2,,57
amarillo-city-transit,Amarillo City Transit,2026-07-06,F,50.2,77.2,0.0,52.5,,-1648
amtrak,Amtrak,2026-07-06,F,42.6,59.5,10.0,45.0,,6
amtrak-san-joaquins,Amtrak San Joaquins,2026-07-06,F,52.6,88.0,0.0,45.0,,-6
amtrak-vermonter,Amtrak Vermonter,2026-07-06,B,80.1,93.8,100.0,45.0,,147
anaheim-resort-transportation-art,Anaheim Resort Transportation (ART),2026-07-04,F,42.6,92.0,0.0,7.5,,
anchorage-people-mover,Anchorage People Mover,2026-07-06,D,65.8,88.0,100.0,60.1,0.0,326
ann-arbor-area-transportation-authority-theride,Ann Arbor Area Transportation Authority (TheRide),2026-07-06,C,71.3,71.5,63.3,77.5,,47
annapolis-transit,Annapolis Transit,2026-07-06,F,31.2,44.5,0.0,37.5,,-1800
annapolis-transit-2285,Annapolis Transit,2026-07-06,A,93.6,96.0,100.0,85.0,,86
antelope-valley-transit-authority-avta,Antelope Valley Transit Authority (AVTA),2026-07-06,F,39.2,52.0,0.0,52.5,,-1800
arcadia-transit,Arcadia Transit,2026-07-06,F,44.7,70.0,0.0,45.0,,-1648
arcadia-transit-215,Arcadia Transit,2026-07-06,F,44.7,70.0,0.0,45.0,,-1648
arcadia-transit-2243,Arcadia Transit,2026-07-06,F,57.1,81.5,48.3,30.0,,29
areawide-community-transportation-system,Areawide Community Transportation System,2026-07-06,F,57.2,88.0,0.0,59.9,,-279
arlington-transit,Arlington Transit,2026-07-06,C,71.1,68.0,100.0,37.9,89.2,329
arlington-transit-2434,Flex,2026-07-06,C,74.2,94.0,95.0,30.0,,57
arvin-transit,Arvin Transit,2026-07-06,F,42.3,74.0,0.0,31.9,,-1648
arvin-transit-216,Arvin Transit,2026-07-06,F,42.3,74.0,0.0,31.9,,-1648
asheville-rides-transit,Asheville Rides Transit,2026-07-06,F,46.8,80.0,0.0,75.3,0.0,-6
asheville-rides-transit-903,Asheville Rides Transit,2026-07-06,F,46.8,80.0,0.0,75.3,0.0,-6
astoria-riverfront-trolley,Astoria Riverfront Trolley,2026-07-06,B,84.7,93.5,100.0,60.0,,118
athens-public-transit,Athens Public Transit,2026-07-06,F,50.3,77.5,0.0,52.5,,-3109
athens-public-transit-1973,Athens Public Transit,2026-07-06,F,43.3,66.8,0.0,45.0,,-918
atlanta-streetcar,Atlanta Streetcar,2026-07-06,F,55.7,79.0,0.0,67.5,,-3109
atlantic-regional-commission,Atlantic Station Shuttle (FREE RIDE),2026-07-06,F,39.8,75.0,0.0,22.5,,-4570
atomic-city-transit,Atomic City Transit,2026-07-06,B,84.4,90.5,100.0,63.4,,178
auburn-transit,Auburn Transit,2026-07-06,F,17.5,7.8,0.0,45.0,,-1374
auburn-transit-217,Auburn Transit,2026-07-06,F,17.5,7.8,0.0,45.0,,-1374
auburn-transit-2275,Auburn Transit,2026-07-06,D,63.2,55.2,100.0,45.0,,1639
avalon-transit,Avalon Transit,2026-07-06,F,56.4,86.0,0.0,60.0,,-827
avalon-transit-12,Avalon Transit,2026-07-06,F,56.4,86.0,0.0,60.0,,-827
avon-transit,Avon Transit,2026-07-06,F,49.4,72.0,0.0,57.4,,-449
avon-transit-2040,Flex v2 included,2026-07-06,C,78.1,92.0,95.0,45.0,,57
avon-transit-218,Avon Transit,2026-07-06,F,49.4,72.0,0.0,57.4,,-449
avon-transit-2433,Avon Transit,2026-07-06,B,88.3,84.0,100.0,85.0,,142
baca-area-transportation,Baca Area Transportation,2026-07-06,C,73.8,90.0,100.0,30.0,,148
baldwin-park-transit,Baldwin Park Transit,2026-07-06,F,39.1,68.0,0.0,30.0,,-1648
baldwin-park-transit-219,Baldwin Park Transit,2026-07-06,F,39.1,68.0,0.0,30.0,,-1648
barrie-transit,Barrie Transit (Ontario),2026-07-06,C,72.3,76.0,100.0,45.0,,117
basin-transit-service-bts,Basin Transit Service (BTS),2026-07-06,C,76.7,92.0,93.3,42.0,,56
bay-area-rapid-transit-bart,Bay Area Rapid Transit (BART),2026-07-06,D,61.5,48.8,53.3,67.5,84.2,32
bay-area-transportation-authority,Bay Area Transportation Authority,2026-07-06,F,44.6,52.8,0.0,68.7,,-1640
bay-area-transportation-authority-223,Bay Area Transportation Authority,2026-07-06,F,44.6,52.8,0.0,68.7,,-1640
bay-area-transportation-authority-2254,Bay Area Transportation Authority,2026-07-06,F,53.1,45.0,85.0,38.8,,26841
bay-state-cruise-company,Bay State Cruise Company,2026-07-06,B,80.2,94.0,100.0,45.0,,132
bay-town-trolley,Bay Town Trolley,2026-07-06,F,53.3,66.0,0.0,78.3,,-218
bay-town-trolley-337,Bay Town Trolley,2026-07-06,F,53.3,66.0,0.0,78.3,,-218
bay-transit,Bay Transit,2026-07-06,B,80.5,84.0,100.0,60.0,,118
bay-transit-224,Bay Transit,2026-07-06,B,80.5,84.0,100.0,60.0,,118
bay-transit-2439,Flex,2026-07-06,C,78.6,79.8,100.0,59.9,,118
beach-cities-transit,Beach Cities Transit,2026-07-06,D,62.2,83.0,0.0,52.5,100.0,-1282
beach-cities-transit-1999,Beach Cities Transit,2026-07-06,D,68.1,75.0,85.0,45.0,,26841
beaumont-transit,Beaumont Transit,2026-07-06,B,84.0,91.2,100.0,61.2,,179
beaumont-transit-106,Beaumont Transit,2026-07-06,B,84.0,91.2,100.0,61.2,,179
beaver-county-transit-authority,Beaver County Transit Authority,2026-07-06,F,45.0,76.0,0.0,37.5,,-1648
beaver-county-transit-authority-2262,Beaver County Transit Authority,2026-07-06,C,77.0,92.0,100.0,37.5,,178
bell-gardens-trolley,Bell Gardens Trolley,2026-07-06,F,49.6,70.5,0.0,60.0,,-552
bellflower-bus,Bellflower Bus,2026-07-06,F,46.7,74.5,0.0,45.0,,-552
bellflower-bus-3095,Bellflower Bus,2026-07-06,B,80.6,98.8,93.3,45.0,,56
beloit-transit,Beloit Transit,2026-06-27,F,37.8,86.5,0.0,0.0,,
beloit-transit-392,Beloit Transit,2026-06-30,F,37.8,86.5,0.0,0.0,,
ben-franklin-transit,Ben Franklin Transit,2026-07-06,F,55.9,84.0,0.0,61.2,,-827
ben-franklin-transit-2024,Ben Franklin Transit,2026-07-06,B,84.8,100.0,100.0,51.5,,159
ben-franklin-transit-2122,Ben Franklin Transit,2026-07-06,B,87.9,100.0,100.0,51.5,100.0,159
benson-area-transit,Benson Area Transit,2026-07-06,F,51.7,86.0,0.0,45.0,,-187
benson-area-transit-229,Benson Area Transit,2026-07-06,F,51.7,86.0,0.0,45.0,,-187
bent-county-transit,Bent County Transit,2026-07-06,F,46.2,74.0,0.0,44.3,,-1298
bent-county-transit-230,Bent County Transit,2026-07-06,F,46.2,74.0,0.0,44.3,,-1298
bent-county-transportation,Flex,2026-07-06,C,79.1,92.0,100.0,44.3,,148
benton-area-transportation,Benton Area Transportation,2026-07-06,D,70.0,92.0,100.0,60.0,13.9,87
benton-area-transportation-3109,Benton Area Transportation - Flex V2,2026-07-06,B,80.7,87.8,100.0,55.2,,87
berks-area-regional-transportation-authority-barta,Berks Area Regional Transportation Authority (BARTA),2026-07-06,F,45.4,77.0,0.0,37.5,,-1283
berks-area-regional-transportation-authority-barta-2064,Berks Area Regional Transportation Authority (BARTA),2026-07-06,D,61.7,57.0,100.0,37.5,,181
berkshire-regional-transit-authority-brta,Berkshire Regional Transit Authority (BRTA),2026-07-06,B,86.2,88.0,95.0,76.7,,57
berkshire-regional-transit-authority-brta-537,Berkshire Regional Transit Authority (BRTA),2026-07-06,B,86.2,88.0,95.0,76.7,,57
bethesda-circulator,Bethesda Circulator,2026-07-06,F,49.9,82.0,0.0,45.0,,-643
bettendorf-transit,Bettendorf Transit,2026-07-06,B,84.9,94.0,100.0,60.0,,87
biddeford-saco-old-orchard-beach-transit,Biddeford Saco Old Orchard Beach Transit,2026-07-06,C,78.9,82.0,100.0,57.6,,178
big-blue-bus,Big Blue Bus,2026-07-06,F,45.1,53.5,55.0,38.1,29.4,33
birmingham-jefferson-county-transit-authority,Birmingham Jefferson County Transit Authority,2026-07-06,F,19.1,19.5,0.0,33.8,,-1310
birmingham-jefferson-county-transit-authority-max,Birmingham Jefferson County Transit Authority (MAX),2026-07-06,F,46.0,69.2,0.0,50.3,,-2744
birmingham-jefferson-county-transit-authority-max-2263,Birmingham Jefferson County Transit Authority (MAX),2026-07-06,F,34.8,53.5,0.0,36.4,,-401
birnie-bus,Birnie Bus,2026-07-06,F,58.8,59.5,100.0,24.7,,221
bisbee-bus,Bisbee Bus,2026-07-06,A,99.4,99.5,100.0,98.9,,553
black-ball-ferry-line,Black Ball Ferry Line,2026-07-06,A,98.2,96.0,100.0,100.0,,181
black-ball-ferry-line-286,Black Ball Ferry Line,2026-07-06,A,98.2,96.0,100.0,100.0,,181
blackhawk-and-central-city-tramway,Blackhawk and Central City Tramway,2026-07-06,B,81.9,98.0,100.0,45.0,,178
blackhawk-and-central-city-tramway-2041,Flex v2 included,2026-07-06,B,81.9,98.0,100.0,45.0,,178
blackhawk-and-central-city-tramway-234,Blackhawk and Central City Tramway,2026-07-06,B,81.9,98.0,100.0,45.0,,178
blacksburg-transit,Blacksburg Transit,2026-07-06,F,58.6,92.0,26.7,37.5,,25
blackstone-area-bus-service,Blackstone Area Bus Service,2026-07-06,C,74.8,81.8,100.0,44.8,,238
blackstone-area-bus-service-235,Blackstone Area Bus Service,2026-07-06,C,74.8,81.8,100.0,44.8,,238
block-island-ferry,Block Island Ferry,2026-07-06,C,77.0,76.0,100.0,60.0,,98
block-island-ferry-554,Block Island Ferry,2026-07-06,C,77.0,76.0,100.0,60.0,,98
bloom-bus,Bloom Bus,2026-07-06,F,44.5,69.5,0.0,45.0,,-1312
bloom-tours,Bloom Tours,2026-07-06,F,46.4,79.2,0.0,37.5,,-3838
bloomington-transit,Bloomington Transit,2026-07-06,F,32.1,57.0,0.0,22.9,,-1416
bloomington-transit-2066,Bloomington Transit,2026-07-06,C,75.3,77.5,100.0,52.5,,351
blossom-express,Blossom Express,2026-07-06,D,68.2,98.0,45.0,45.0,,27
blossom-express-236,Blossom Express,2026-07-06,D,68.2,98.0,45.0,45.0,,27
blue-apple-bus-company,Blue Apple Bus Company,2026-07-06,C,77.9,99.5,100.0,30.0,,178
blue-gold-fleet,Blue & Gold Fleet,2026-07-06,F,53.9,63.0,0.0,84.2,,-820
blue-grass-community-action-partnership,Bluegrass Ultra-Transit Service,2026-07-06,D,64.7,92.0,41.7,45.0,,25
blue-grass-community-action-partnership-362,Bluegrass Ultra-Transit Service,2026-07-06,D,64.7,92.0,41.7,45.0,,25
blue-sky-limo-llc,Blue Sky Limo LLC,2026-07-06,F,54.6,82.0,0.0,60.0,,-187
blue-star-bus,Blue Star Bus,2026-07-06,F,47.5,76.5,0.0,45.0,,-2743
blue-star-bus-256,Blue Star Bus,2026-07-06,F,47.5,76.5,0.0,45.0,,-2743
boston-express,Boston Express,2026-07-06,C,73.4,87.0,85.0,45.0,,909
boston-harbor-islands-ferries,Boston Harbor Islands Ferries,2026-07-06,F,38.7,61.5,0.0,37.7,,-2828
boston-harbor-islands-ferries-2073,Boston Harbor Islands Ferries,2026-07-06,A,95.3,100.0,100.0,85.0,,99
boston-harbor-islands-ferry,Boston Harbor Islands Ferry,2026-07-06,A,98.2,96.0,100.0,100.0,,98
boulder-county,Boulder County,2026-07-06,F,48.1,67.2,0.0,60.0,,-1466
boulder-county-880,Boulder County,2026-07-06,F,48.1,67.2,0.0,60.0,,-1466
boxcar,Boxcar Commuter Bus,2026-07-06,B,80.6,95.0,100.0,45.0,,365
breckenridge-free-ride,Breckenridge Free Ride,2026-07-06,F,46.7,80.0,0.0,37.4,,-85
breckenridge-free-ride-237,Breckenridge Free Ride,2026-07-06,F,46.7,80.0,0.0,37.4,,-85
breeze-transit,Breeze Transit,2026-07-06,F,31.7,50.0,0.0,31.6,,-437
brightline-trains-llc,Brightline Trains LLC,2026-07-06,C,79.6,78.0,85.0,77.5,,298
bristol-virginia-transit,Bristol Virginia Transit,2026-07-06,D,69.8,92.0,43.3,60.0,,26
bristol-virginia-transit-238,Bristol Virginia Transit,2026-07-06,D,69.8,92.0,43.3,60.0,,26
brite,Brite,2026-07-06,F,35.2,56.5,0.0,33.7,,-186
brockton-area-transit-authority-bat,Brockton Area Transit Authority (BAT),2026-07-06,C,78.5,82.5,95.0,59.8,,57
brockton-area-transit-authority-bat-422,Brockton Area Transit Authority (BAT),2026-07-06,C,78.5,82.5,95.0,59.8,,57
broome-county-transit-b-c-transit,Broome County Transit (B.C. Transit),2026-07-06,F,38.2,45.0,0.0,59.4,,-1283
broome-county-transit-b-c-transit-2079,Broome County Transit (B.C. Transit),2026-07-06,F,57.6,88.8,0.0,59.9,,-6
broward-county-transit,Broward County Transit,2026-07-06,A,90.4,100.0,100.0,69.3,,82
brown-county-heartland-express,Flex v2 included,2026-07-06,D,64.3,90.0,43.3,45.0,,26
brown-county-heartland-express-2296,Fixed route + flex,2026-07-06,D,66.0,94.0,43.3,45.0,,26
buc-shuttle,Buc Shuttle,2026-07-06,F,39.8,75.0,0.0,22.5,,-4570
buena-vista-ferry,Buena Vista Ferry,2026-07-06,C,74.6,84.0,95.0,45.0,,57
bullhead-area-transit-system,Bullhead Area Transit System,2026-07-06,B,85.3,95.0,100.0,60.0,,178
bullhead-area-transit-system-109,Bullhead Area Transit System,2026-07-06,B,85.3,95.0,100.0,60.0,,178
burbankbus,BurbankBus,2026-07-06,F,59.4,55.0,85.0,45.0,,26841
burlington-urban-service,Burlington Urban Service,2026-07-06,C,75.2,88.0,100.0,37.5,,86
burlington-urban-service-199,Burlington Urban Service,2026-07-06,C,75.2,88.0,100.0,37.5,,86
burns-paiute-tribal-transit,Burns Paiute Tribal Transit,2026-07-06,C,75.5,94.0,100.0,30.0,,87
bustang-outrider,Bustang Outrider,2026-07-06,D,66.5,86.0,43.3,57.8,,26
butler-county-regional-transit-authority,Butler County Regional Transit Authority,2026-07-06,F,36.8,68.0,0.0,22.5,,-1878
butte-regional-transit-b-line,Butte Regional Transit (B-Line),2026-07-06,F,45.2,82.0,0.0,30.0,,-191
butte-silver-bow,Butte-Silver Bow,2026-07-06,F,48.7,74.0,0.0,52.3,,-1953
butte-silver-bow-291,Butte-Silver Bow,2026-07-06,F,48.7,74.0,0.0,52.3,,-1953
