id,name,date,grade,score,correctness,freshness,completeness,realtime,days_until_expiry
lake-transit,Lake Transit Authority (LTA),2026-07-06,C,79.8,86.0,100.0,54.9,,178
lake-transit-authority-lta,Lake Transit Authority (LTA),2026-07-06,C,79.8,86.0,100.0,54.9,,178
lakeland-area-mass-transit,Lakeland Area Mass Transit,2026-07-06,F,24.0,28.0,0.0,37.5,,-2102
lakes-region-explorer,Lakes Region Explorer,2026-07-06,D,62.2,77.5,85.0,22.5,,1028
laketran,Laketran,2026-07-06,C,77.0,80.0,100.0,54.5,,83
laketran-410,Laketran,2026-07-06,C,77.0,80.0,100.0,54.5,,83
lakewood-rides,Flex,2026-07-06,D,66.0,94.0,43.3,45.0,,26
lakexpress,LakeXpress,2026-06-27,F,26.2,60.0,0.0,0.0,,
lane-transit-district-ltd,Lane Transit District (LTD),2026-07-06,F,39.2,69.2,0.0,60.0,0.0,-156
lassen-rural-bus-lrb,Lassen Rural Bus (LRB),2026-07-06,B,80.5,82.0,100.0,62.8,,147
lassen-rural-bus-lrb-118,Lassen Rural Bus (LRB),2026-07-06,B,80.5,82.0,100.0,62.8,,147
lawndale-beat,Lawndale Beat,2026-07-06,B,82.8,100.0,100.0,45.0,,118
lawndale-beat-36,Lawndale Beat,2026-07-06,B,82.8,100.0,100.0,45.0,,118
leetran,LeeTran,2026-07-06,D,66.7,68.0,100.0,38.1,,135
lehigh-and-northampton-transportation-authority-lanta,Lehigh and Northampton Transportation Authority (LANTA),2026-07-06,F,14.1,0.0,0.0,45.0,,-1399
leprechaun-lines,Leprechaun Lines,2026-07-06,C,70.2,85.5,85.0,36.9,,178
let-er-bus,Let'er Bus,2026-07-06,C,76.9,100.0,95.0,30.0,,57
lewis-county-public-transportation,Lewis County Public Transportation,2026-07-06,F,48.2,34.5,100.0,25.8,,360
lewiston-transit-system-and-asotin-county-public-transportation-benefit-area-ptba,Lewiston Transit System and Asotin County Public Transportation Benefit Area (PTBA),2026-07-06,C,78.7,88.0,100.0,48.6,,118
lextran,Lextran,2026-07-06,F,36.5,46.0,0.0,52.4,,-1794
lextran-2067,Lextran,2026-07-06,C,70.7,86.0,66.7,52.5,,40
limoliner,LimoLiner,2026-07-06,F,51.1,74.0,0.0,60.0,,-2378
limoliner-438,LimoLiner,2026-07-06,F,51.1,74.0,0.0,60.0,,-2378
lincoln-county-transit-lct,Lincoln County Transit (LCT),2026-07-06,B,84.8,94.0,100.0,59.8,,87
link-lane,Link Lane,2026-07-06,B,84.9,94.0,100.0,60.0,,118
link-transit,Link Transit,2026-07-06,C,76.0,79.0,100.0,52.5,,182
link-transit-1971,Link Transit,2026-07-06,C,75.6,83.5,100.0,45.0,,390
linn-shuttle,Linn Shuttle,2026-07-06,C,79.3,92.0,100.0,45.0,,118
linx-transit-linn-benton-loop-albany-transit-system,"LINX Transit, Linn-Benton Loop, Albany Transit System",2026-07-06,C,76.7,86.0,100.0,45.1,,179
livermore-amador-valley-transit-authority,Livermore Amador Valley Transit Authority,2026-07-06,F,58.3,67.2,0.0,92.5,,-67
logan-express,Logan Express,2026-07-06,F,48.4,67.8,0.0,60.0,,-2012
logan-express-601,Logan Express,2026-07-06,F,48.4,67.8,0.0,60.0,,-2012
london-transit-commission,London Transit Commission (Ontario),2026-07-06,C,75.0,87.5,100.0,37.5,,61
long-beach-transit-lbt,Long Beach Transit (LBT),2026-07-06,F,39.1,7.2,78.3,52.5,,47
long-island-rail-road,Long Island Rail Road,2026-07-06,B,80.7,95.5,68.3,70.0,,41
los-angeles-county-department-of-public-works-the-link-and-shuttles,Los Angeles County Department of Public Works (the LINK and shuttles),2026-07-06,B,85.7,97.8,100.0,57.2,,118
los-angeles-county-department-of-public-works-the-link-and-shuttles-28,Los Angeles County Department of Public Works (the LINK and shuttles),2026-07-06,B,85.7,97.8,100.0,57.2,,118
los-angeles-county-metropolitan-transportation-authority-la-metro,Bus,2026-07-06,C,72.2,75.8,100.0,45.0,,159
los-angeles-county-metropolitan-transportation-authority-la-metro-30,Rail,2026-07-06,F,53.5,87.2,5.0,45.0,,12
los-angeles-department-of-transportation-ladot-dash-commuter-express,LADOT (DASH and Commuter Express),2026-07-06,F,50.2,25.5,100.0,45.0,,543
loudoun-county-transit,Loudoun County Transit,2026-07-06,C,74.8,87.5,100.0,37.0,,264
loudoun-county-transit-2411,Flex,2026-07-06,C,78.9,94.0,95.0,45.0,,57
lowell-regional-transit-authority-lrta,Lowell Regional Transit Authority (LRTA),2026-07-06,D,62.1,86.0,41.7,45.0,,25
lowell-regional-transit-authority-lrta-444,Lowell Regional Transit Authority (LRTA),2026-07-06,D,62.1,86.0,41.7,45.0,,25
lower-columbia-cap-community-action-program,Lower Columbia CAP (Community Action Program),2026-07-06,F,48.1,88.5,0.0,30.0,,-361
lower-columbia-cap-community-action-program-568,Lower Columbia CAP (Community Action Program),2026-07-06,F,48.1,88.5,0.0,30.0,,-361
lower-hudson-valley-transit,Lower Hudson Valley Transit,2026-07-06,D,69.8,75.5,100.0,37.5,,357
lummi-island-ferry,Lummi Island Ferry,2026-07-06,D,67.2,86.0,43.3,60.0,,26
lummi-transit,Lummi Transit,2026-07-06,F,42.6,76.0,0.0,30.0,,-54
lynwood-trolley-breeze,Lynwood Trolley / Breeze,2026-07-06,F,46.8,74.5,0.0,45.4,,-552
madera-county-transit,Madera County Transit,2026-07-06,C,73.8,98.0,100.0,51.3,33.3,179
madera-county-transit-572,Madera County Transit,2026-07-06,C,73.8,98.0,100.0,51.3,33.3,179
madison-county-transit,Madison County Transit,2026-07-06,D,63.1,65.5,100.0,30.2,,221
madison-county-transit-1145,Madison County Transit,2026-07-06,F,7.0,0.0,0.0,22.5,,-1521
makah-public-transit,Makah Public Transit,2026-07-06,F,53.7,69.2,0.0,75.0,,-827
makah-public-transit-2196,Makah Public Transit,2026-07-06,B,80.2,94.0,100.0,45.0,,118
makah-public-transit-574,Makah Public Transit,2026-07-06,F,53.7,69.2,0.0,75.0,,-827
malheur-council-on-aging-community-services,Malheur Council on Aging & Community Services,2026-07-06,C,74.2,94.0,95.0,30.0,,57
manatee-county-area-transit,Manatee County Area Transit,2026-07-06,F,39.0,46.2,0.0,60.0,,-2037
manatee-county-area-transit-2258,Manatee County Area Transit,2026-07-06,C,74.3,70.0,100.0,59.8,,333
manteca-transit,Manteca Transit,2026-07-06,C,79.6,90.0,100.0,48.8,,148
marble-valley-regional-transit-district-mvrtd,Marble Valley Regional Transit District (MVRTD),2026-07-06,C,73.0,73.8,93.3,55.6,,56
marble-valley-regional-transit-district-mvrtd-2831,Flex,2026-07-06,D,61.6,47.8,93.3,55.5,,56
marble-valley-regional-transit-district-mvrtd-430,Marble Valley Regional Transit District (MVRTD),2026-07-06,C,73.0,73.8,93.3,55.6,,56
marin-transit,Marin Transit,2026-07-06,D,69.3,58.2,56.7,95.0,,34
marin-transit-2937,Marin Transit,2026-07-06,F,55.5,58.2,56.7,95.0,0.0,34
marshalltown-municipal-transit,Marshalltown Municipal Transit,2026-07-06,D,69.1,92.0,41.7,59.0,,25
marshalltown-municipal-transit-194,Marshalltown Municipal Transit,2026-07-06,D,69.1,92.0,41.7,59.0,,25
martha-s-vineyard-transit-authority,Martha's Vineyard Transit Authority,2026-07-06,B,83.9,92.0,100.0,59.7,,89
martha-s-vineyard-transit-authority-420,Martha's Vineyard Transit Authority,2026-07-06,B,83.9,92.0,100.0,59.7,,89
maryland-transit-administration,Local Bus,2026-07-06,D,68.3,58.5,78.3,74.1,,47
maryland-transit-administration-467,Commuter Bus,2026-07-06,F,54.8,40.8,85.0,50.1,,178
maryland-transit-administration-468,MARC Train,2026-07-06,D,60.7,53.2,85.0,51.9,,178
maryland-transit-administration-469,Light Rail,2026-07-06,C,70.8,54.5,85.0,82.1,,178
maryland-transit-administration-metro-subway,Metro SubwayLink,2026-07-06,C,75.3,69.0,85.0,76.5,,178
mason-city-public-transit,Mason City Public Transit,2026-07-06,C,72.6,99.2,41.7,60.0,,25
mason-city-public-transit-204,Mason City Public Transit,2026-07-06,C,72.6,99.2,41.7,60.0,,25
mason-transit-authority,Mason Transit Authority,2026-07-06,D,67.5,88.0,43.3,58.1,,26
mass-transportation-authority-flint,Mass Transportation Authority Flint,2026-07-06,F,45.6,56.0,0.0,67.5,,-2379
mass-transportation-authority-flint-2287,Mass Transportation Authority Flint,2026-07-06,C,75.2,88.0,100.0,37.5,,543
massachusetts-area-express-max,Massachusetts Area Express (MAX),2026-06-27,F,31.3,71.5,0.0,0.0,,
massachusetts-area-express-max-431,Massachusetts Area Express (MAX),2026-06-30,F,31.3,71.5,0.0,0.0,,
massachusetts-bay-transportation-authority-mbta,Massachusetts Bay Transportation Authority (MBTA),2026-07-06,C,75.7,34.2,100.0,98.8,95.3,61
massachusetts-ferry-service,Massachusetts Ferry Service,2026-07-06,F,40.6,67.5,0.0,35.4,,-5666
massport,Massport,2026-07-06,B,90.0,91.2,93.3,85.5,,56
matbus,MATBUS,2026-07-06,F,41.2,67.5,0.0,37.5,,-1237
megabus,Megabus,2026-07-06,D,68.9,65.0,100.0,49.4,,118
memphis-area-transit-authority,Memphis Area Transit Authority,2026-07-06,F,27.4,47.5,0.0,21.3,,-1913
memphis-area-transit-authority-2352,Memphis Area Transit Authority,2026-07-06,F,40.3,65.5,0.0,37.4,,-483
mendocino-transit-authority,Mendocino Transit Authority,2026-07-06,C,79.7,86.0,93.3,59.9,,56
mendocino-transit-authority-69,Mendocino Transit Authority,2026-07-06,C,79.7,86.0,93.3,59.9,,56
merced-county-transit-the-bus,Merced County Transit (The Bus),2026-07-06,F,54.9,74.0,0.0,49.2,83.3,-63
merced-county-transit-the-bus-3117,Merced County Transit (The Bus),2026-07-06,D,65.5,69.0,85.0,45.0,,26841
merced-county-transit-the-bus-86,Merced County Transit (The Bus),2026-07-06,F,54.9,74.0,0.0,49.2,83.3,-63
merrimack-valley-regional-transit-authority-mvrta,Merrimack Valley Regional Transit Authority (MVRTA),2026-07-06,F,48.9,69.0,0.0,59.9,,0
merrimack-valley-regional-transit-authority-mvrta-445,Merrimack Valley Regional Transit Authority (MVRTA),2026-07-06,F,45.4,61.0,0.0,59.9,,0
metra,Metra,2026-07-04,F,34.2,67.5,0.0,15.0,,
metra-2854,Metra,2026-06-27,F,39.5,79.5,0.0,15.0,,
metro-houston-2060,METRO Houston,2026-07-06,F,42.2,43.8,8.3,67.2,,5
metro-north-railroad,Metro-North Railroad,2026-07-06,C,71.5,81.0,85.0,65.5,49.0,173
metro-ride,Metro Ride,2026-07-06,C,77.8,82.0,100.0,54.3,,179
metro-ride-830,Metro Ride,2026-07-06,C,77.8,82.0,100.0,54.3,,179
metro-rock-island-county-metropolitan-mass-transit-district,Metro Rock Island County Metropolitan Mass Transit District,2026-07-06,F,48.2,57.8,45.0,37.4,,27
metro-st-louis,Metro St. Louis,2026-07-06,C,73.8,69.0,76.7,62.5,93.5,55
metro-st-louis-2035,Loop Trolley,2026-07-06,C,77.1,83.0,85.0,62.5,,111
metro-transit,Metro Transit,2026-07-06,B,81.1,74.2,76.7,84.9,93.1,46
metro-transit-city-of-madison,Metro Transit - City of Madison,2026-07-06,B,85.5,80.2,66.7,96.9,99.2,40
metro-transit-intercity-transit-city-of-seattle-community-transit-pierce-transit-sound-transit-washington-state-ferries-seattlecentermonorail-everett-transit-seattle-children-s-hospital,Puget Sound Consolidated GTFS,2026-07-06,F,46.1,0.0,88.3,76.7,,53
metrolink,Metrolink,2026-07-06,D,67.1,89.0,100.0,52.5,13.9,543
metropolitan-area-commuter-system,Metropolitan Area Commuter System,2026-07-06,F,36.3,67.0,0.0,22.5,,-2563
metropolitan-atlanta-rapid-transit-authority-marta,Metropolitan Atlanta Rapid Transit Authority (MARTA),2026-07-06,D,60.2,57.5,61.7,52.4,73.1,46
metropolitan-transit-authority-mta,Long Island Rail Road,2026-07-06,D,67.4,95.5,68.3,70.0,13.9,41
metropolitan-transit-authority-mta-510,NYC Bus Company,2026-07-06,D,63.2,81.0,100.0,32.7,33.3,61
metropolitan-transit-authority-mta-511,NYC Subway Supplemented,2026-07-06,C,73.4,83.8,100.0,37.5,,63
metropolitan-transit-authority-mta-512,Brooklyn Bus,2026-07-06,D,69.2,78.2,100.0,31.9,,61
metropolitan-transit-authority-mta-513,Manhattan Bus,2026-07-06,C,70.4,79.0,100.0,34.7,,61
metropolitan-transit-authority-mta-514,Staten Island Bus,2026-07-06,D,69.2,79.0,100.0,31.0,,61
metropolitan-transit-authority-mta-516,NYC Subway,2026-07-06,D,65.5,90.0,100.0,45.0,13.9,63
metropolitan-transit-authority-mta-520,Queens Bus,2026-07-06,D,69.5,79.0,100.0,31.8,,61
metropolitan-transit-authority-mta-528,Bronx Bus,2026-07-06,D,69.1,79.0,100.0,30.5,,61
metropolitan-transit-authority-of-black-hawk-county,Metropolitan Transit Authority of Black Hawk County,2026-07-06,D,60.3,82.5,0.0,77.5,,-2379
metropolitan-transit-authority-of-black-hawk-county-2414,Metropolitan Transit Authority of Black Hawk County,2026-07-06,B,81.5,90.0,100.0,54.8,,179
metropolitan-tulsa-transit-authority-mtta,Metropolitan Tulsa Transit Authority (MTTA),2026-07-06,F,28.3,40.0,0.0,34.6,,-1052
metrowest-regional-transit-authority-mwrta,MetroWest Regional Transit Authority (MWRTA),2026-07-06,C,71.5,88.0,85.0,37.5,,114
miami-dade-transit,Miami-Dade Transit,2026-06-27,F,26.2,60.0,0.0,0.0,,
michigan-flyer,Michigan Flyer,2026-07-06,F,57.3,86.0,0.0,63.1,,-493
michigan-flyer-413,Michigan Flyer,2026-07-06,F,57.3,86.0,0.0,63.1,,-493
microsoft-shuttles,Microsoft Shuttles,2026-07-06,F,18.9,25.2,0.0,25.1,,-2013
middlesex-3-tma,Middlesex 3 TMA,2026-07-06,D,67.3,100.0,41.7,42.0,,25
middlesex-3-tma-442,Middlesex 3 TMA,2026-07-06,D,67.3,100.0,41.7,42.0,,25
middletown-area-transit,Middletown Area Transit,2026-07-06,F,44.9,60.0,0.0,59.6,,-1102
middletown-area-transit-2324,Middletown Area Transit,2026-07-06,F,51.7,86.0,0.0,45.0,,-903
middletown-area-transit-576,Middletown Area Transit,2026-07-06,F,44.9,60.0,0.0,59.6,,-1102
middletown-area-transit-mat,Middletown Area Transit (MAT),2026-07-06,C,77.7,77.8,100.0,59.8,,325
middletown-area-transit-mat-551,Middletown Area Transit (MAT),2026-07-06,C,77.7,77.8,100.0,59.8,,325
milwaukee-county-transit-system-mcts,Milwaukee County Transit System (MCTS),2026-07-06,F,39.6,63.5,0.0,37.8,,-856
milwaukee-county-transit-system-mcts-2127,Milwaukee County Transit System (MCTS),2026-07-06,D,66.0,73.5,63.3,37.3,91.6,47
minnesota-valley-transit-authority-mvta,Minnesota Valley Transit Authority (MVTA),2026-07-06,F,48.7,80.0,56.7,37.5,0.0,34
mission-bay-transportation-management-association-tma,Mission Bay Transportation Management Association (TMA),2026-07-06,B,83.8,91.5,100.0,60.0,,190
mission-bay-transportation-management-association-tma-51,Mission Bay Transportation Management Association (TMA),2026-07-06,B,83.8,91.5,100.0,60.0,,190
modesto-area-express,Modesto Area Express,2026-07-06,F,31.6,45.5,0.0,37.4,,-857
monroe-county-transportation-authority-mcta,Monroe County Transportation Authority (MCTA),2026-07-06,F,52.4,54.0,0.0,92.0,,-849
montachusett-regional-transit-authority-mart,Montachusett Regional Transit Authority (MART),2026-07-06,C,78.0,80.0,100.0,57.5,,86
montachusett-regional-transit-authority-mart-433,Montachusett Regional Transit Authority (MART),2026-07-06,C,78.0,80.0,100.0,57.5,,86
montebello-bus-lines,Montebello Bus Lines,2026-07-06,F,46.4,63.2,0.0,60.0,,-1831
montebello-bus-lines-2201,Montebello Bus Lines,2026-07-06,C,74.2,71.0,100.0,37.5,100.0,62
montebello-bus-lines-577,Montebello Bus Lines,2026-07-06,F,46.4,63.2,0.0,60.0,,-1831
monterey-salinas-transit-mst,Monterey-Salinas Transit (MST),2026-07-06,D,67.7,100.0,88.3,60.0,0.0,53
montgomery-county-department-of-transportation-ride-on,Montgomery County Department of Transportation (Ride On),2026-07-06,F,52.1,12.0,100.0,69.9,,61
montgomery-transit,Montgomery Transit,2026-07-06,C,78.5,79.5,100.0,60.0,,178
montgomery-transit-338,Montgomery Transit,2026-07-06,C,78.5,79.5,100.0,60.0,,178
moorpark-city-transit,Moorpark City Transit,2026-07-06,C,78.9,94.0,95.0,45.0,,57
moorpark-city-transit-578,Moorpark City Transit,2026-07-06,C,78.9,94.0,95.0,45.0,,57
moover,MOOver,2026-07-06,F,39.5,47.8,0.0,59.5,,-1685
moover-434,MOOver,2026-07-06,F,39.5,47.8,0.0,59.5,,-1685
morongo-basin-transit-authority,Morongo Basin Transit Authority,2026-07-06,C,77.5,77.2,100.0,60.0,,179
morongo-basin-transit-authority-579,Morongo Basin Transit Authority,2026-07-06,C,77.5,77.2,100.0,60.0,,179
morro-bay-transit,Morro Bay Transit,2026-07-06,F,49.3,80.0,0.0,45.7,,-1725
morro-bay-transit-2059,Morro Bay Transit,2026-07-06,F,48.0,75.5,0.0,47.8,,-401
morro-bay-transit-45,Morro Bay Transit,2026-07-06,F,49.3,80.0,0.0,45.7,,-1725
morrow-county-public-transit,Morrow County Public Transit,2026-07-06,F,55.0,80.0,41.7,30.8,,25
mount-adams-transportation-service,Mount Adams Transportation Service,2026-07-06,B,82.5,92.0,100.0,55.1,,179
mount-adams-transportation-service-580,Mount Adams Transportation Service,2026-07-06,B,82.5,92.0,100.0,55.1,,179
mountain-empire-transit,Flex,2026-07-06,B,80.2,94.0,100.0,45.0,,87
mountain-express,Flex,2026-07-06,D,61.3,94.0,43.3,30.0,,26
mountain-express-mtnexp,Mountain Express (MtnExp),2026-07-06,F,55.8,74.0,0.0,75.0,,-1127
mountain-express-mtnexp-581,Mountain Express (MtnExp),2026-07-06,F,55.8,74.0,0.0,75.0,,-1127
mountain-family-center,Flex,2026-07-06,D,61.3,94.0,43.3,30.0,,26
mountain-line,Mountain Line,2026-07-06,C,73.5,84.0,100.0,37.5,,178
mountain-line-1148,Mountain Line,2026-07-06,F,28.3,0.0,35.0,62.5,,-190
mountain-line-transit,Mountain Line Transit,2026-07-06,C,76.6,75.5,100.0,40.7,100.0,177
mountain-line-transit-authority,Mountain Line Transit Authority,2026-07-06,B,85.6,73.0,100.0,91.8,,178
mountain-lynx-transit,Mountain Lynx Transit,2026-07-06,D,63.6,88.0,43.3,45.8,,26
mountain-lynx-transit-2447,Flex,2026-07-06,F,49.7,51.8,51.7,45.2,,31
mountain-lynx-transit-334,Mountain Lynx Transit,2026-07-06,D,63.6,88.0,43.3,45.8,,26
mountain-metro-transit,Flex,2026-07-06,D,66.0,94.0,43.3,45.0,,26
mountain-metropolitan-transit,Mountain Metropolitan Transit,2026-07-06,F,26.2,45.5,0.0,20.0,,-3201
mountain-metropolitan-transit-2356,Mountain Metropolitan Transit,2026-07-06,F,44.3,46.0,0.0,77.3,,-282
mountain-rides-transportation-authority-mrta,Mountain Rides Transportation Authority (MRTA),2026-07-06,F,41.5,68.0,0.0,37.5,,-5666
mountain-rides-transportation-authority-mrta-143,Mountain Rides Transportation Authority (MRTA),2026-07-06,F,41.5,68.0,0.0,37.5,,-5666
mountain-transit,Mountain Transit,2026-07-06,B,80.6,85.8,100.0,57.7,,179
mountain-transit-107,Mountain Transit,2026-07-06,B,80.6,85.8,100.0,57.7,,179
mountain-view-community-shuttle,Mountain View Community Shuttle,2026-07-06,B,84.5,78.5,85.0,92.5,,293
mountain-view-transportation-management-association-mvgo,Mountain View Transportation Management Association (MVgo),2026-07-06,F,47.9,66.0,0.0,99.3,0.0,-918
mountain-view-transportation-management-association-mvgo-2025,Mountain View Transportation Management Association (MVgo),2026-07-06,B,89.7,84.5,85.0,92.5,100.0,179
mountain-view-transportation-management-association-mvgo-2880,Mountain View Transportation Management Association (MVgo),2026-07-06,B,87.1,84.5,85.0,92.5,,179
mountain-view-transportation-management-association-mvgo-60,Mountain View Transportation Management Association (MVgo),2026-07-06,F,47.9,66.0,0.0,99.3,0.0,-918
move-stanislaus,Move Stanislaus,2026-07-06,C,75.7,94.5,100.0,30.0,,87
mt-bachelor,Mt. Bachelor,2026-07-06,F,50.2,71.8,0.0,60.0,,-1101
mta,Metro-North Railroad,2026-07-06,C,77.2,81.0,85.0,65.5,,173
muckleshoot-tribal-transit,Muckleshoot Tribal Transit,2026-07-06,C,78.8,94.0,100.0,40.6,,87
muletown-trolley,Muletown Trolley,2026-07-06,F,55.5,78.0,0.0,68.5,,-193
muncie-indiana-transit-system-mits,Muncie Indiana Transit System (MITS),2026-07-06,F,29.5,62.0,0.0,7.5,,-3488
muscabus,MuscaBus,2026-07-06,C,72.9,100.0,41.7,60.0,,25
muscabus-200,MuscaBus,2026-07-06,C,72.9,100.0,41.7,60.0,,25
nantucket-regional-transit-authority-wave,Nantucket Regional Transit Authority (WAVE),2026-07-06,C,78.1,92.0,95.0,45.0,,57
nantucket-regional-transit-authority-wave-426,Nantucket Regional Transit Authority (WAVE),2026-07-06,C,78.1,92.0,95.0,45.0,,57
nashville-mta-wego-public-transit,Nashville MTA WeGo Public Transit,2026-07-06,D,67.8,60.5,85.0,40.5,97.6,180
nassau-inter-county-express-nice-bus,Nassau Inter-County Express (NICE Bus),2026-07-06,F,46.1,40.0,100.0,37.4,13.9,68
national-park-service,Cuyahoga Valley Scenic Railroad,2026-07-06,D,60.7,83.5,0.0,77.5,,-2808
navajo-transit-system,Navajo Transit System,2026-07-06,F,56.6,74.8,0.0,76.3,,-1982
navajo-transit-system-157,Navajo Transit System,2026-07-06,F,56.6,74.8,0.0,76.3,,-1982
navajo-transit-system-2346,Navajo Transit System,2026-07-06,A,90.3,95.5,100.0,75.2,,210
needles-area-transit,Needles Area Transit,2026-07-06,B,80.2,94.0,100.0,45.0,,360
needles-area-transit-583,Needles Area Transit,2026-07-06,B,80.2,94.0,100.0,45.0,,360
nevada-county-connects-gold-country-stage,Nevada County Connects (Gold Country Stage),2026-07-06,D,61.4,81.0,0.0,83.0,,-156
nevada-county-connects-gold-country-stage-84,Nevada County Connects (Gold Country Stage),2026-07-06,D,61.4,81.0,0.0,83.0,,-156
new-jersey-transit-nj-transit,Bus,2026-07-06,F,36.4,18.0,85.0,23.2,,172
new-jersey-transit-nj-transit-509,Rail,2026-07-06,F,43.2,34.0,85.0,22.6,,172
new-york-trailways,New York Trailways,2026-07-06,F,14.6,28.0,0.0,7.5,,-1648
newburgh-beacon-shuttle-leprechaun-lines,Newburgh Beacon Shuttle (Leprechaun Lines),2026-07-06,F,40.1,75.5,0.0,22.5,,-187
niagara-frontier-transportation-authority-nfta,Niagara Frontier Transportation Authority (NFTA),2026-07-06,F,29.7,41.0,0.0,37.5,,-751
nisqually-transit,Nisqually Transit,2026-07-06,F,45.2,82.0,0.0,30.0,,-552
north-carolina-state-university-ncsu,North Carolina State University (NCSU),2026-07-06,F,46.8,64.0,0.0,60.0,,-2197
north-carolina-state-university-ncsu-1289,North Carolina State University (NCSU),2026-07-06,F,46.8,64.0,0.0,60.0,,-2197
north-carolina-state-university-ncsu-2245,North Carolina State University (NCSU),2026-07-06,D,64.6,84.8,50.0,47.9,,30
north-central-regional-transit-district-ncrtd,North Central Regional Transit District (NCRTD),2026-07-06,F,41.3,57.0,0.0,52.5,,-1801
north-country-express-transit,North Country Express Transit,2026-07-06,D,61.6,65.5,85.0,37.5,,159
north-county-transit-district-nctd,North County Transit District (NCTD),2026-07-06,F,25.1,0.0,16.7,67.1,,19
north-county-transit-district-nctd-3093,North County Transit District (NCTD),2026-07-06,F,25.1,0.0,16.7,67.1,,19
north-lake-tahoe-express,24 hour advance reservations required,2026-07-06,B,81.4,86.0,100.0,60.0,,210
northwest-point,NorthWest POINT,2026-07-06,F,45.9,62.0,0.0,60.0,,-1817
norwalk-transit-district,Norwalk Transit District,2026-07-06,F,20.8,22.2,0.0,35.6,,-1648
norwalk-transit-system-nts,Norwalk Transit System (NTS),2026-07-06,F,22.7,9.0,0.0,60.0,,-1282
norwalk-transit-system-nts-102,Norwalk Transit System (NTS),2026-07-06,F,22.7,9.0,0.0,60.0,,-1282
norwalk-transit-system-nts-2242,Norwalk Transit System (NTS),2026-07-06,C,73.1,72.5,100.0,52.5,,1399
ny-waterway,NY Waterway,2026-07-06,F,33.0,38.0,0.0,52.5,,-918
ny-waterway-3192,NY Waterway,2026-07-06,C,78.8,84.0,100.0,37.5,100.0,543
nyc-ferry,NYC Ferry,2026-07-06,B,83.9,80.0,100.0,77.0,83.3,543
ocean-city-transportation,Ocean City Transportation,2026-07-06,F,34.7,52.5,0.0,37.5,,-2236
olean-area-transit-system,Olean Area Transit System,2026-07-06,D,62.3,69.0,100.0,22.9,,270
omaha-metro,Omaha Metro,2026-07-06,F,39.3,64.0,0.0,36.3,,-2221
omaha-metro-2261,Omaha Metro,2026-07-06,C,77.6,76.0,90.0,69.8,,54
omnibus,Flex,2026-07-06,D,61.3,94.0,43.3,30.0,,26
omnitrans,OmniTrans,2026-07-06,C,76.7,71.5,56.7,100.0,,34
orange-county-transportation-authority-octa,Orange County Transportation Authority (OCTA),2026-07-06,F,47.7,42.0,40.0,37.4,78.4,33
oregon-department-of-transportation,Oregon Department of Transportation,2026-07-06,B,83.1,90.0,100.0,60.0,,87
oregon-department-of-transportation-800,Oregon Department of Transportation,2026-07-06,B,83.1,90.0,100.0,60.0,,87
oregon-express-shuttle,Oregon Express Shuttle,2026-07-06,C,78.8,83.0,95.0,60.0,,57
otsego-express-public-transportation,Otsego Express Public Transportation,2026-07-06,F,40.6,58.5,0.0,47.9,,-36
outback-express,Flex,2026-07-06,C,72.9,88.0,100.0,30.0,,299
pace-bus,Pace Bus,2026-07-06,F,46.9,75.0,0.0,45.0,,-828
pace-bus-2347,Pace Bus,2026-07-06,C,72.0,81.0,90.0,45.0,,54
pacific-crest-bus-lines,Pacific Crest Bus Lines,2026-07-06,B,83.7,99.5,93.3,54.0,,56
pacific-transit,Pacific Transit,2026-07-06,B,83.7,90.0,100.0,61.7,,210
pacific-transit-242,Pacific Transit,2026-07-06,B,83.7,90.0,100.0,61.7,,210
pacific-transit-3112,Pacific Transit,2026-07-06,B,83.7,90.0,100.0,61.7,,210
pahto-public-passage,Pahto Public Passage,2026-07-06,C,79.3,92.0,100.0,45.0,,118
palm-tran,Palm Tran,2026-07-06,D,66.8,58.0,100.0,52.4,,75
palo-verde-valley-transit-agency,Palo Verde Valley Transit Agency,2026-07-06,F,50.7,80.0,0.0,50.3,,-552
palo-verde-valley-transit-agency-18,Palo Verde Valley Transit Agency,2026-07-06,F,50.7,80.0,0.0,50.3,,-552
palo-verde-valley-transit-agency-2190,Palo Verde Valley Transit Agency,2026-07-06,B,81.0,92.0,100.0,50.3,,148
palos-verdes-peninsula-transit-authority-pvpta,Palos Verdes Peninsula Transit Authority (PVPTA),2026-07-06,F,44.3,56.0,28.3,40.8,,17
palos-verdes-peninsula-transit-authority-pvpta-35,Palos Verdes Peninsula Transit Authority (PVPTA),2026-07-06,F,44.3,56.0,28.3,40.8,,17
paratransit-services,Paratransit Services,2026-07-06,C,75.5,94.0,100.0,30.0,,148
part-putnam-area-rapid-transit,PART Putnam Area Rapid Transit,2026-07-06,D,65.2,61.2,100.0,42.9,,178
pasadena-transit,Pasadena Transit,2026-07-06,B,81.7,87.2,100.0,52.5,90.2,543
pasco-county-public-transportation,Pasco County Public Transportation,2026-07-06,F,45.3,68.5,0.0,49.0,,-1101
pasco-county-public-transportation-340,Pasco County Public Transportation,2026-07-06,F,45.3,68.5,0.0,49.0,,-1101
patco-speedline,PATCO Speedline,2026-07-06,A,94.8,92.0,93.3,100.0,,56
